Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Datetime,Hour,Day,DayOfWeek,Month,IsWeekend,Lag_1,Lag_24,RollingMean_6,RollingMean_24,Device_Total_Consumption,Device_Avg_Consumption,Device_Max_Consumption,Device_Min_Consumption
3.754,0.068,236.26,16.2,0.0,3.0,17.0,2006-12-26 09:33:00,9.0,26.0,1.0,12.0,0.0,2.37,4.766,2.6163333333333334,2.997083333333333,20.0,6.666666666666667,17.0,0.0
4.324,0.1,235.46,18.2,0.0,2.0,17.0,2006-12-26 09:34:00,9.0,26.0,1.0,12.0,0.0,3.754,4.79,2.925333333333333,2.9776666666666665,19.0,6.333333333333333,17.0,0.0
4.52,0.138,234.59,19.2,0.0,7.0,17.0,2006-12-26 09:35:00,9.0,26.0,1.0,12.0,0.0,4.324,4.804,3.27,2.9658333333333338,24.0,8.0,17.0,0.0
4.516,0.138,234.65,19.2,0.0,6.0,17.0,2006-12-26 09:36:00,9.0,26.0,1.0,12.0,0.0,4.52,4.844,3.645333333333333,2.952166666666667,23.0,7.666666666666667,17.0,0.0
3.536,0.144,235.42,15.0,0.0,7.0,1.0,2006-12-26 09:37:00,9.0,26.0,1.0,12.0,0.0,4.516,4.666,3.8366666666666656,2.905083333333333,8.0,2.6666666666666665,7.0,0.0
3.478,0.136,235.36,14.8,0.0,6.0,0.0,2006-12-26 09:38:00,9.0,26.0,1.0,12.0,0.0,3.536,4.01,4.021333333333334,2.8829166666666666,6.0,2.0,6.0,0.0
3.288,0.118,235.16,14.0,0.0,3.0,0.0,2006-12-26 09:39:00,9.0,26.0,1.0,12.0,0.0,3.478,3.99,3.943666666666666,2.853666666666667,3.0,1.0,3.0,0.0
3.214,0.08,236.02,13.6,0.0,2.0,0.0,2006-12-26 09:40:00,9.0,26.0,1.0,12.0,0.0,3.288,4.01,3.7586666666666666,2.8205000000000005,2.0,0.6666666666666666,2.0,0.0
3.222,0.076,236.39,13.6,0.0,1.0,0.0,2006-12-26 09:41:00,9.0,26.0,1.0,12.0,0.0,3.214,3.382,3.5423333333333336,2.813833333333333,1.0,0.3333333333333333,1.0,0.0
3.2,0.078,236.86,13.4,0.0,1.0,0.0,2006-12-26 09:42:00,9.0,26.0,1.0,12.0,0.0,3.222,1.792,3.323,2.8725,1.0,0.3333333333333333,1.0,0.0
3.054,0.082,237.66,12.8,0.0,2.0,0.0,2006-12-26 09:43:00,9.0,26.0,1.0,12.0,0.0,3.2,1.906,3.242666666666667,2.920333333333333,2.0,0.6666666666666666,2.0,0.0
3.098,0.078,236.85,13.0,0.0,1.0,0.0,2006-12-26 09:44:00,9.0,26.0,1.0,12.0,0.0,3.054,1.87,3.1793333333333336,2.9715000000000003,1.0,0.3333333333333333,1.0,0.0
4.088,0.072,236.53,17.2,0.0,1.0,17.0,2006-12-26 09:45:00,9.0,26.0,1.0,12.0,0.0,3.098,2.01,3.3126666666666664,3.058083333333333,18.0,6.0,17.0,0.0
4.06,0.068,236.13,17.2,0.0,2.0,18.0,2006-12-26 09:46:00,9.0,26.0,1.0,12.0,0.0,4.088,2.256,3.453666666666667,3.13325,20.0,6.666666666666667,18.0,0.0
4.054,0.068,235.95,17.0,0.0,1.0,17.0,2006-12-26 09:47:00,9.0,26.0,1.0,12.0,0.0,4.06,2.376,3.592333333333333,3.2031666666666667,18.0,6.0,17.0,0.0
4.05,0.068,236.0,17.0,0.0,1.0,17.0,2006-12-26 09:48:00,9.0,26.0,1.0,12.0,0.0,4.054,2.394,3.734,3.2721666666666667,18.0,6.0,17.0,0.0
4.104,0.106,236.43,17.2,0.0,1.0,17.0,2006-12-26 09:49:00,9.0,26.0,1.0,12.0,0.0,4.05,2.396,3.909,3.3433333333333333,18.0,6.0,17.0,0.0
4.114,0.166,235.95,17.4,0.0,2.0,17.0,2006-12-26 09:50:00,9.0,26.0,1.0,12.0,0.0,4.104,2.382,4.078333333333333,3.4155,19.0,6.333333333333333,17.0,0.0
4.12,0.166,236.26,17.4,0.0,1.0,18.0,2006-12-26 09:51:00,9.0,26.0,1.0,12.0,0.0,4.114,2.354,4.083666666666667,3.4890833333333333,19.0,6.333333333333333,18.0,0.0
4.138,0.168,236.79,17.4,0.0,1.0,17.0,2006-12-26 09:52:00,9.0,26.0,1.0,12.0,0.0,4.12,2.47,4.096666666666667,3.558583333333333,18.0,6.0,17.0,0.0
4.172,0.212,236.2,17.6,0.0,1.0,17.0,2006-12-26 09:53:00,9.0,26.0,1.0,12.0,0.0,4.138,2.452,4.116333333333333,3.63025,18.0,6.0,17.0,0.0
4.252,0.292,236.07,18.0,0.0,1.0,17.0,2006-12-26 09:54:00,9.0,26.0,1.0,12.0,0.0,4.172,2.264,4.15,3.7130833333333335,18.0,6.0,17.0,0.0
4.34,0.176,235.88,18.4,0.0,1.0,17.0,2006-12-26 09:55:00,9.0,26.0,1.0,12.0,0.0,4.252,2.388,4.189333333333333,3.7944166666666663,18.0,6.0,17.0,0.0
4.33,0.17,235.98,18.2,0.0,0.0,17.0,2006-12-26 09:56:00,9.0,26.0,1.0,12.0,0.0,4.34,2.37,4.225333333333333,3.876083333333333,17.0,5.666666666666667,17.0,0.0
4.324,0.17,235.76,18.2,0.0,0.0,17.0,2006-12-26 09:57:00,9.0,26.0,1.0,12.0,0.0,4.33,3.754,4.259333333333333,3.8998333333333335,17.0,5.666666666666667,17.0,0.0
4.306,0.128,236.05,18.2,0.0,0.0,17.0,2006-12-26 09:58:00,9.0,26.0,1.0,12.0,0.0,4.324,4.324,4.287333333333334,3.8990833333333335,17.0,5.666666666666667,17.0,0.0
4.4,0.052,235.03,18.6,0.0,0.0,17.0,2006-12-26 09:59:00,9.0,26.0,1.0,12.0,0.0,4.306,4.52,4.325333333333333,3.894083333333333,17.0,5.666666666666667,17.0,0.0
4.502,0.058,234.77,19.2,0.0,0.0,17.0,2006-12-26 10:00:00,10.0,26.0,1.0,12.0,0.0,4.4,4.516,4.367,3.8935,17.0,5.666666666666667,17.0,0.0
4.668,0.064,234.86,19.8,0.0,0.0,17.0,2006-12-26 10:01:00,10.0,26.0,1.0,12.0,0.0,4.502,3.536,4.421666666666667,3.9406666666666665,17.0,5.666666666666667,17.0,0.0
4.67,0.072,236.22,19.8,0.0,0.0,17.0,2006-12-26 10:02:00,10.0,26.0,1.0,12.0,0.0,4.668,3.478,4.478333333333333,3.9903333333333326,17.0,5.666666666666667,17.0,0.0
4.674,0.07,238.02,19.6,0.0,0.0,17.0,2006-12-26 10:03:00,10.0,26.0,1.0,12.0,0.0,4.67,3.288,4.536666666666667,4.0480833333333335,17.0,5.666666666666667,17.0,0.0
4.488,0.06,236.95,18.8,0.0,0.0,18.0,2006-12-26 10:04:00,10.0,26.0,1.0,12.0,0.0,4.674,3.214,4.567,4.101166666666667,18.0,6.0,18.0,0.0
4.512,0.056,237.56,19.0,0.0,0.0,17.0,2006-12-26 10:05:00,10.0,26.0,1.0,12.0,0.0,4.488,3.222,4.5856666666666674,4.154916666666667,17.0,5.666666666666667,17.0,0.0
4.352,0.068,237.55,18.2,0.0,0.0,17.0,2006-12-26 10:06:00,10.0,26.0,1.0,12.0,0.0,4.512,3.2,4.560666666666667,4.202916666666667,17.0,5.666666666666667,17.0,0.0
4.508,0.068,237.71,19.0,0.0,0.0,18.0,2006-12-26 10:07:00,10.0,26.0,1.0,12.0,0.0,4.352,3.054,4.534,4.2635,18.0,6.0,18.0,0.0
4.638,0.068,237.7,19.4,0.0,0.0,17.0,2006-12-26 10:08:00,10.0,26.0,1.0,12.0,0.0,4.508,3.098,4.528666666666666,4.3276666666666666,17.0,5.666666666666667,17.0,0.0
4.638,0.068,237.61,19.4,0.0,0.0,17.0,2006-12-26 10:09:00,10.0,26.0,1.0,12.0,0.0,4.638,4.088,4.522666666666667,4.350583333333334,17.0,5.666666666666667,17.0,0.0
4.548,0.066,237.91,19.0,0.0,0.0,18.0,2006-12-26 10:10:00,10.0,26.0,1.0,12.0,0.0,4.638,4.06,4.532666666666667,4.370916666666667,18.0,6.0,18.0,0.0
4.362,0.064,237.93,18.2,0.0,0.0,17.0,2006-12-26 10:11:00,10.0,26.0,1.0,12.0,0.0,4.548,4.054,4.507666666666666,4.38375,17.0,5.666666666666667,17.0,0.0
4.358,0.064,237.84,18.2,0.0,0.0,17.0,2006-12-26 10:12:00,10.0,26.0,1.0,12.0,0.0,4.362,4.05,4.508666666666667,4.396583333333333,17.0,5.666666666666667,17.0,0.0
4.338,0.066,237.37,18.2,0.0,0.0,18.0,2006-12-26 10:13:00,10.0,26.0,1.0,12.0,0.0,4.358,4.104,4.480333333333333,4.406333333333333,18.0,6.0,18.0,0.0
4.318,0.066,236.63,18.2,0.0,0.0,17.0,2006-12-26 10:14:00,10.0,26.0,1.0,12.0,0.0,4.338,4.114,4.4270000000000005,4.414833333333333,17.0,5.666666666666667,17.0,0.0
4.322,0.068,236.61,18.2,0.0,0.0,17.0,2006-12-26 10:15:00,10.0,26.0,1.0,12.0,0.0,4.318,4.12,4.374333333333333,4.42325,17.0,5.666666666666667,17.0,0.0
4.322,0.068,236.66,18.2,0.0,0.0,17.0,2006-12-26 10:16:00,10.0,26.0,1.0,12.0,0.0,4.322,4.138,4.336666666666667,4.430916666666667,17.0,5.666666666666667,17.0,0.0
4.328,0.068,236.81,18.2,0.0,0.0,17.0,2006-12-26 10:17:00,10.0,26.0,1.0,12.0,0.0,4.322,4.172,4.331,4.437416666666667,17.0,5.666666666666667,17.0,0.0
4.346,0.064,237.57,18.2,0.0,0.0,17.0,2006-12-26 10:18:00,10.0,26.0,1.0,12.0,0.0,4.328,4.252,4.329,4.441333333333334,17.0,5.666666666666667,17.0,0.0
4.354,0.064,237.79,18.2,0.0,0.0,18.0,2006-12-26 10:19:00,10.0,26.0,1.0,12.0,0.0,4.346,4.34,4.331666666666667,4.441916666666667,18.0,6.0,18.0,0.0
4.354,0.066,237.66,18.2,0.0,0.0,17.0,2006-12-26 10:20:00,10.0,26.0,1.0,12.0,0.0,4.354,4.33,4.337666666666666,4.442916666666666,17.0,5.666666666666667,17.0,0.0
4.366,0.064,238.07,18.2,0.0,0.0,17.0,2006-12-26 10:21:00,10.0,26.0,1.0,12.0,0.0,4.354,4.324,4.345,4.4446666666666665,17.0,5.666666666666667,17.0,0.0
4.366,0.062,238.07,18.2,0.0,0.0,18.0,2006-12-26 10:22:00,10.0,26.0,1.0,12.0,0.0,4.366,4.306,4.352333333333333,4.447166666666667,18.0,6.0,18.0,0.0
4.33,0.066,236.98,18.2,0.0,0.0,17.0,2006-12-26 10:23:00,10.0,26.0,1.0,12.0,0.0,4.366,4.4,4.352666666666667,4.444249999999999,17.0,5.666666666666667,17.0,0.0
4.328,0.066,237.11,18.2,0.0,0.0,17.0,2006-12-26 10:24:00,10.0,26.0,1.0,12.0,0.0,4.33,4.502,4.349666666666667,4.437,17.0,5.666666666666667,17.0,0.0
4.32,0.068,236.63,18.2,0.0,0.0,17.0,2006-12-26 10:25:00,10.0,26.0,1.0,12.0,0.0,4.328,4.668,4.344,4.422499999999999,17.0,5.666666666666667,17.0,0.0
4.334,0.066,237.06,18.2,0.0,0.0,18.0,2006-12-26 10:26:00,10.0,26.0,1.0,12.0,0.0,4.32,4.67,4.3406666666666665,4.4085,18.0,6.0,18.0,0.0
4.324,0.066,236.57,18.2,0.0,0.0,17.0,2006-12-26 10:27:00,10.0,26.0,1.0,12.0,0.0,4.334,4.674,4.333666666666667,4.393916666666667,17.0,5.666666666666667,17.0,0.0
4.434,0.06,236.32,18.8,0.0,0.0,17.0,2006-12-26 10:28:00,10.0,26.0,1.0,12.0,0.0,4.324,4.488,4.345,4.391666666666667,17.0,5.666666666666667,17.0,0.0
4.454,0.062,237.28,18.8,0.0,0.0,17.0,2006-12-26 10:29:00,10.0,26.0,1.0,12.0,0.0,4.434,4.512,4.365666666666667,4.38925,17.0,5.666666666666667,17.0,0.0
4.516,0.16,236.84,19.0,0.0,0.0,17.0,2006-12-26 10:30:00,10.0,26.0,1.0,12.0,0.0,4.454,4.352,4.396999999999999,4.396083333333333,17.0,5.666666666666667,17.0,0.0
4.49,0.156,236.48,19.0,0.0,0.0,18.0,2006-12-26 10:31:00,10.0,26.0,1.0,12.0,0.0,4.516,4.508,4.425333333333334,4.395333333333333,18.0,6.0,18.0,0.0
4.484,0.154,236.47,19.0,0.0,0.0,17.0,2006-12-26 10:32:00,10.0,26.0,1.0,12.0,0.0,4.49,4.638,4.450333333333333,4.388916666666666,17.0,5.666666666666667,17.0,0.0
4.494,0.16,236.67,19.0,0.0,0.0,17.0,2006-12-26 10:33:00,10.0,26.0,1.0,12.0,0.0,4.484,4.638,4.478666666666666,4.382916666666667,17.0,5.666666666666667,17.0,0.0
4.522,0.162,237.5,19.0,0.0,0.0,17.0,2006-12-26 10:34:00,10.0,26.0,1.0,12.0,0.0,4.494,4.548,4.493333333333333,4.381833333333334,17.0,5.666666666666667,17.0,0.0
4.506,0.162,237.42,19.0,0.0,0.0,17.0,2006-12-26 10:35:00,10.0,26.0,1.0,12.0,0.0,4.522,4.362,4.502,4.387833333333333,17.0,5.666666666666667,17.0,0.0
4.416,0.178,237.29,18.6,0.0,0.0,18.0,2006-12-26 10:36:00,10.0,26.0,1.0,12.0,0.0,4.506,4.358,4.485333333333334,4.39025,18.0,6.0,18.0,0.0
4.434,0.184,237.77,18.6,0.0,0.0,17.0,2006-12-26 10:37:00,10.0,26.0,1.0,12.0,0.0,4.416,4.338,4.476,4.39425,17.0,5.666666666666667,17.0,0.0
4.422,0.182,237.49,18.6,0.0,0.0,17.0,2006-12-26 10:38:00,10.0,26.0,1.0,12.0,0.0,4.434,4.318,4.4656666666666665,4.398583333333334,17.0,5.666666666666667,17.0,0.0
4.46,0.102,237.76,18.8,0.0,0.0,18.0,2006-12-26 10:39:00,10.0,26.0,1.0,12.0,0.0,4.422,4.322,4.46,4.404333333333333,18.0,6.0,18.0,0.0
4.44,0.0,237.25,18.6,0.0,0.0,17.0,2006-12-26 10:40:00,10.0,26.0,1.0,12.0,0.0,4.46,4.322,4.4463333333333335,4.40925,17.0,5.666666666666667,17.0,0.0
4.406,0.052,236.96,18.6,0.0,0.0,17.0,2006-12-26 10:41:00,10.0,26.0,1.0,12.0,0.0,4.44,4.328,4.429666666666667,4.4125000000000005,17.0,5.666666666666667,17.0,0.0
4.388,0.052,236.59,18.4,0.0,0.0,17.0,2006-12-26 10:42:00,10.0,26.0,1.0,12.0,0.0,4.406,4.346,4.425,4.41425,17.0,5.666666666666667,17.0,0.0
4.384,0.052,236.36,18.4,0.0,0.0,17.0,2006-12-26 10:43:00,10.0,26.0,1.0,12.0,0.0,4.388,4.354,4.416666666666667,4.4155,17.0,5.666666666666667,17.0,0.0
4.402,0.05,236.93,18.6,0.0,0.0,18.0,2006-12-26 10:44:00,10.0,26.0,1.0,12.0,0.0,4.384,4.354,4.413333333333334,4.4175,18.0,6.0,18.0,0.0
4.398,0.052,236.79,18.6,0.0,0.0,17.0,2006-12-26 10:45:00,10.0,26.0,1.0,12.0,0.0,4.402,4.366,4.403,4.418833333333334,17.0,5.666666666666667,17.0,0.0
4.366,0.052,236.49,18.4,0.0,0.0,17.0,2006-12-26 10:46:00,10.0,26.0,1.0,12.0,0.0,4.398,4.366,4.390666666666667,4.418833333333334,17.0,5.666666666666667,17.0,0.0
4.576,0.048,236.33,19.4,0.0,0.0,17.0,2006-12-26 10:47:00,10.0,26.0,1.0,12.0,0.0,4.366,4.33,4.419,4.429083333333334,17.0,5.666666666666667,17.0,0.0
4.066,0.0,237.47,17.4,0.0,0.0,17.0,2006-12-26 10:48:00,10.0,26.0,1.0,12.0,0.0,4.576,4.328,4.365333333333333,4.418166666666667,17.0,5.666666666666667,17.0,0.0
2.552,0.0,239.21,10.6,0.0,0.0,18.0,2006-12-26 10:49:00,10.0,26.0,1.0,12.0,0.0,4.066,4.32,4.06,4.3445,18.0,6.0,18.0,0.0
2.256,0.0,238.89,9.4,0.0,0.0,17.0,2006-12-26 10:50:00,10.0,26.0,1.0,12.0,0.0,2.552,4.334,3.702333333333333,4.257916666666667,17.0,5.666666666666667,17.0,0.0
2.266,0.0,239.49,9.4,0.0,0.0,18.0,2006-12-26 10:51:00,10.0,26.0,1.0,12.0,0.0,2.256,4.324,3.347,4.172166666666667,18.0,6.0,18.0,0.0
2.286,0.0,239.15,9.6,0.0,0.0,17.0,2006-12-26 10:52:00,10.0,26.0,1.0,12.0,0.0,2.266,4.434,3.0003333333333333,4.082666666666666,17.0,5.666666666666667,17.0,0.0
2.308,0.0,238.21,9.6,0.0,0.0,18.0,2006-12-26 10:53:00,10.0,26.0,1.0,12.0,0.0,2.286,4.454,2.622333333333333,3.99325,18.0,6.0,18.0,0.0
2.298,0.0,237.43,9.6,0.0,0.0,17.0,2006-12-26 10:54:00,10.0,26.0,1.0,12.0,0.0,2.308,4.516,2.3276666666666666,3.900833333333333,17.0,5.666666666666667,17.0,0.0
2.308,0.0,238.13,9.6,0.0,0.0,18.0,2006-12-26 10:55:00,10.0,26.0,1.0,12.0,0.0,2.298,4.49,2.287,3.8099166666666666,18.0,6.0,18.0,0.0
2.3,0.0,238.05,9.6,0.0,0.0,17.0,2006-12-26 10:56:00,10.0,26.0,1.0,12.0,0.0,2.308,4.484,2.2943333333333333,3.718916666666667,17.0,5.666666666666667,17.0,0.0
2.302,0.0,238.53,9.6,0.0,0.0,17.0,2006-12-26 10:57:00,10.0,26.0,1.0,12.0,0.0,2.3,4.494,2.300333333333333,3.627583333333334,17.0,5.666666666666667,17.0,0.0
2.31,0.0,238.93,9.6,0.0,0.0,18.0,2006-12-26 10:58:00,10.0,26.0,1.0,12.0,0.0,2.302,4.522,2.3043333333333336,3.5354166666666664,18.0,6.0,18.0,0.0
2.302,0.0,238.4,9.6,0.0,0.0,17.0,2006-12-26 10:59:00,10.0,26.0,1.0,12.0,0.0,2.31,4.506,2.303333333333333,3.443583333333333,17.0,5.666666666666667,17.0,0.0
2.228,0.0,238.62,9.4,0.0,0.0,18.0,2006-12-26 11:00:00,11.0,26.0,1.0,12.0,0.0,2.302,4.416,2.2916666666666665,3.3524166666666666,18.0,6.0,18.0,0.0
2.322,0.0,239.46,9.6,0.0,0.0,17.0,2006-12-26 11:01:00,11.0,26.0,1.0,12.0,0.0,2.228,4.434,2.294,3.264416666666667,17.0,5.666666666666667,17.0,0.0
2.426,0.094,238.87,10.2,0.0,0.0,18.0,2006-12-26 11:02:00,11.0,26.0,1.0,12.0,0.0,2.322,4.422,2.315,3.18125,18.0,6.0,18.0,0.0
2.412,0.096,238.05,10.2,0.0,0.0,17.0,2006-12-26 11:03:00,11.0,26.0,1.0,12.0,0.0,2.426,4.46,2.333333333333333,3.095916666666667,17.0,5.666666666666667,17.0,0.0
2.418,0.098,238.67,10.2,0.0,0.0,18.0,2006-12-26 11:04:00,11.0,26.0,1.0,12.0,0.0,2.412,4.44,2.3513333333333333,3.0116666666666667,18.0,6.0,18.0,0.0
2.414,0.106,238.83,10.2,0.0,0.0,17.0,2006-12-26 11:05:00,11.0,26.0,1.0,12.0,0.0,2.418,4.406,2.37,2.9286666666666665,17.0,5.666666666666667,17.0,0.0
2.404,0.104,238.51,10.0,0.0,0.0,17.0,2006-12-26 11:06:00,11.0,26.0,1.0,12.0,0.0,2.414,4.388,2.3993333333333333,2.846,17.0,5.666666666666667,17.0,0.0
2.422,0.11,239.69,10.2,0.0,0.0,18.0,2006-12-26 11:07:00,11.0,26.0,1.0,12.0,0.0,2.404,4.384,2.416,2.76425,18.0,6.0,18.0,0.0
2.416,0.108,239.41,10.0,0.0,0.0,18.0,2006-12-26 11:08:00,11.0,26.0,1.0,12.0,0.0,2.422,4.402,2.414333333333333,2.6815,18.0,6.0,18.0,0.0
2.41,0.108,239.17,10.0,0.0,0.0,17.0,2006-12-26 11:09:00,11.0,26.0,1.0,12.0,0.0,2.416,4.398,2.414,2.598666666666667,17.0,5.666666666666667,17.0,0.0
2.428,0.116,239.49,10.2,0.0,0.0,18.0,2006-12-26 11:10:00,11.0,26.0,1.0,12.0,0.0,2.41,4.366,2.415666666666666,2.517916666666667,18.0,6.0,18.0,0.0
2.466,0.21,238.88,10.4,0.0,0.0,17.0,2006-12-26 11:11:00,11.0,26.0,1.0,12.0,0.0,2.428,4.576,2.424333333333333,2.43,17.0,5.666666666666667,17.0,0.0
2.452,0.208,238.53,10.4,0.0,0.0,18.0,2006-12-26 11:12:00,11.0,26.0,1.0,12.0,0.0,2.466,4.066,2.4323333333333337,2.36275,18.0,6.0,18.0,0.0
2.466,0.214,239.31,10.4,0.0,0.0,17.0,2006-12-26 11:13:00,11.0,26.0,1.0,12.0,0.0,2.452,2.552,2.4396666666666667,2.3591666666666664,17.0,5.666666666666667,17.0,0.0
2.41,0.136,239.35,10.0,0.0,0.0,18.0,2006-12-26 11:14:00,11.0,26.0,1.0,12.0,0.0,2.466,2.256,2.4386666666666668,2.3655833333333334,18.0,6.0,18.0,0.0
2.37,0.074,239.02,10.0,0.0,0.0,17.0,2006-12-26 11:15:00,11.0,26.0,1.0,12.0,0.0,2.41,2.266,2.4320000000000004,2.3699166666666667,17.0,5.666666666666667,17.0,0.0
2.368,0.07,238.73,10.0,0.0,0.0,18.0,2006-12-26 11:16:00,11.0,26.0,1.0,12.0,0.0,2.37,2.286,2.422,2.373333333333333,18.0,6.0,18.0,0.0
2.392,0.07,239.75,10.0,0.0,0.0,17.0,2006-12-26 11:17:00,11.0,26.0,1.0,12.0,0.0,2.368,2.308,2.4096666666666664,2.3768333333333334,17.0,5.666666666666667,17.0,0.0
2.378,0.072,238.45,10.0,0.0,0.0,18.0,2006-12-26 11:18:00,11.0,26.0,1.0,12.0,0.0,2.392,2.298,2.397333333333333,2.3801666666666663,18.0,6.0,18.0,0.0
2.37,0.07,238.13,10.0,0.0,0.0,17.0,2006-12-26 11:19:00,11.0,26.0,1.0,12.0,0.0,2.378,2.308,2.381333333333333,2.38275,17.0,5.666666666666667,17.0,0.0
2.326,0.0,238.76,9.8,0.0,0.0,18.0,2006-12-26 11:20:00,11.0,26.0,1.0,12.0,0.0,2.37,2.3,2.3673333333333333,2.383833333333333,18.0,6.0,18.0,0.0
2.31,0.0,238.53,9.6,0.0,0.0,17.0,2006-12-26 11:21:00,11.0,26.0,1.0,12.0,0.0,2.326,2.302,2.357333333333333,2.3841666666666668,17.0,5.666666666666667,17.0,0.0
2.3,0.0,238.02,9.6,0.0,0.0,17.0,2006-12-26 11:22:00,11.0,26.0,1.0,12.0,0.0,2.31,2.31,2.346,2.38375,17.0,5.666666666666667,17.0,0.0
2.298,0.0,238.22,9.6,0.0,0.0,18.0,2006-12-26 11:23:00,11.0,26.0,1.0,12.0,0.0,2.3,2.302,2.3303333333333334,2.3835833333333336,18.0,6.0,18.0,0.0
2.306,0.0,238.75,9.6,0.0,0.0,17.0,2006-12-26 11:24:00,11.0,26.0,1.0,12.0,0.0,2.298,2.228,2.3183333333333334,2.386833333333333,17.0,5.666666666666667,17.0,0.0
2.302,0.0,238.78,9.6,0.0,0.0,18.0,2006-12-26 11:25:00,11.0,26.0,1.0,12.0,0.0,2.306,2.322,2.307,2.386,18.0,6.0,18.0,0.0
2.32,0.0,240.08,9.6,0.0,0.0,17.0,2006-12-26 11:26:00,11.0,26.0,1.0,12.0,0.0,2.302,2.426,2.306,2.3815833333333334,17.0,5.666666666666667,17.0,0.0
2.32,0.0,240.05,9.6,0.0,0.0,18.0,2006-12-26 11:27:00,11.0,26.0,1.0,12.0,0.0,2.32,2.412,2.3076666666666665,2.3777500000000003,18.0,6.0,18.0,0.0
2.324,0.0,240.25,9.6,0.0,0.0,18.0,2006-12-26 11:28:00,11.0,26.0,1.0,12.0,0.0,2.32,2.418,2.3116666666666665,2.373833333333333,18.0,6.0,18.0,0.0
2.328,0.0,239.75,9.6,0.0,0.0,17.0,2006-12-26 11:29:00,11.0,26.0,1.0,12.0,0.0,2.324,2.414,2.3166666666666664,2.37025,17.0,5.666666666666667,17.0,0.0
2.33,0.0,239.63,9.8,0.0,0.0,18.0,2006-12-26 11:30:00,11.0,26.0,1.0,12.0,0.0,2.328,2.404,2.3206666666666664,2.3671666666666664,18.0,6.0,18.0,0.0
2.312,0.0,238.88,9.6,0.0,0.0,17.0,2006-12-26 11:31:00,11.0,26.0,1.0,12.0,0.0,2.33,2.422,2.3223333333333334,2.3625833333333333,17.0,5.666666666666667,17.0,0.0
2.298,0.0,238.3,9.6,0.0,0.0,18.0,2006-12-26 11:32:00,11.0,26.0,1.0,12.0,0.0,2.312,2.416,2.3186666666666667,2.357666666666667,18.0,6.0,18.0,0.0
2.314,0.0,238.91,9.6,0.0,0.0,17.0,2006-12-26 11:33:00,11.0,26.0,1.0,12.0,0.0,2.298,2.41,2.3176666666666668,2.353666666666667,17.0,5.666666666666667,17.0,0.0
2.316,0.0,239.0,9.6,0.0,0.0,18.0,2006-12-26 11:34:00,11.0,26.0,1.0,12.0,0.0,2.314,2.428,2.316333333333333,2.349,18.0,6.0,18.0,0.0
2.318,0.0,239.15,9.6,0.0,0.0,17.0,2006-12-26 11:35:00,11.0,26.0,1.0,12.0,0.0,2.316,2.466,2.314666666666667,2.342833333333333,17.0,5.666666666666667,17.0,0.0
2.418,0.072,239.6,10.0,0.0,0.0,18.0,2006-12-26 11:36:00,11.0,26.0,1.0,12.0,0.0,2.318,2.452,2.329333333333333,2.341416666666667,18.0,6.0,18.0,0.0
2.424,0.104,238.99,10.2,0.0,0.0,17.0,2006-12-26 11:37:00,11.0,26.0,1.0,12.0,0.0,2.418,2.466,2.348,2.3396666666666666,17.0,5.666666666666667,17.0,0.0
2.42,0.106,239.51,10.0,0.0,0.0,18.0,2006-12-26 11:38:00,11.0,26.0,1.0,12.0,0.0,2.424,2.41,2.368333333333333,2.3400833333333333,18.0,6.0,18.0,0.0
2.424,0.108,239.71,10.0,0.0,0.0,18.0,2006-12-26 11:39:00,11.0,26.0,1.0,12.0,0.0,2.42,2.37,2.3866666666666667,2.3423333333333334,18.0,6.0,18.0,0.0
2.41,0.104,239.13,10.0,0.0,0.0,17.0,2006-12-26 11:40:00,11.0,26.0,1.0,12.0,0.0,2.424,2.368,2.402333333333333,2.3440833333333333,17.0,5.666666666666667,17.0,0.0
2.386,0.096,238.02,10.0,0.0,0.0,18.0,2006-12-26 11:41:00,11.0,26.0,1.0,12.0,0.0,2.41,2.392,2.4136666666666664,2.343833333333333,18.0,6.0,18.0,0.0
2.404,0.102,238.55,10.0,0.0,0.0,17.0,2006-12-26 11:42:00,11.0,26.0,1.0,12.0,0.0,2.386,2.378,2.4113333333333333,2.3449166666666668,17.0,5.666666666666667,17.0,0.0
2.416,0.106,239.02,10.0,0.0,0.0,17.0,2006-12-26 11:43:00,11.0,26.0,1.0,12.0,0.0,2.404,2.37,2.41,2.346833333333333,17.0,5.666666666666667,17.0,0.0
2.41,0.106,238.77,10.0,0.0,0.0,18.0,2006-12-26 11:44:00,11.0,26.0,1.0,12.0,0.0,2.416,2.326,2.4083333333333337,2.350333333333333,18.0,6.0,18.0,0.0
2.416,0.106,239.2,10.0,0.0,0.0,17.0,2006-12-26 11:45:00,11.0,26.0,1.0,12.0,0.0,2.41,2.31,2.407,2.35475,17.0,5.666666666666667,17.0,0.0
2.42,0.108,239.69,10.0,0.0,0.0,18.0,2006-12-26 11:46:00,11.0,26.0,1.0,12.0,0.0,2.416,2.3,2.4086666666666665,2.35975,18.0,6.0,18.0,0.0
2.432,0.11,240.3,10.2,0.0,0.0,18.0,2006-12-26 11:47:00,11.0,26.0,1.0,12.0,0.0,2.42,2.298,2.416333333333333,2.365333333333333,18.0,6.0,18.0,0.0
